number,kind,state,merged,topic,created,labels,title,s1_top,status,p_status,status_second,p_status_second,tested,p_tested,priority,priority_score,priority_raw,evidence,batch,state_chars
778,issue,closed,,reconnect,2017-08-18,unconfirmed,Won't reconnect without closing and reopening app.,defect_current,not_applicable,0.96,insufficient_evidence,0.04,False,0.04,Important,1.37,"{""0"": 0.08, ""1"": 0.49, ""2"": 0.4, ""3"": 0.03}",Documentation/Release17.md:25,s2a-batch-22,20287
784,issue,open,,engine_transport,2017-08-23,unconfirmed,Trying to reconnect always,defect_current,still_applicable,0.51,insufficient_evidence,0.23,False,0.04,High,1.55,"{""0"": 0.02, ""1"": 0.43, ""2"": 0.54, ""3"": 0.01}",Source/SocketIO/Manager/SocketManager.swift:1023,s2a-batch-12,25054
792,issue,open,,threading_memory,2017-09-01,unconfirmed,"Reconnect may lead to crash,cause of race condition",defect_current,not_applicable,0.96,already_addressed,0.04,False,0.02,Routine,0.77,"{""0"": 0.5, ""1"": 0.3, ""2"": 0.15, ""3"": 0.05}",Documentation/NativeWebSocketTransport.md:7,s2a-batch-27,26434
803,issue,closed,,other,2017-09-13,enhancement,socket has listener like even in ios,feature_request,already_addressed,0.86,still_applicable,0.11,False,0.04,Routine,0.06,"{""0"": 0.95, ""1"": 0.05, ""2"": 0, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:71,s2a-batch-17,19261
822,pr,closed,no,api_config,2017-09-30,,v12.1.0,pr_functional,already_addressed,0.52,insufficient_evidence,0.34,False,0.08,Routine,0.28,"{""0"": 0.77, ""1"": 0.19, ""2"": 0.04, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:71,s2a-batch-06,34025
825,issue,closed,,engine_transport,2017-10-01,enhancement|done,Make Single Target,feature_request,already_addressed,0.98,not_applicable,0.02,False,0.02,Routine,0.02,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Package.swift:4,s2a-batch-12,25054
838,issue,closed,,api_config,2017-10-10,invalid,Asyncronous send and receive,duplicate_invalid_spam,matches_js_client,0.51,still_applicable,0.3,False,0.04,Important,0.93,"{""0"": 0.31, ""1"": 0.47, ""2"": 0.2, ""3"": 0.02}",Source/SocketIO/Client/SocketIOClientOption.swift:121,s2a-batch-06,34025
841,issue,closed,,namespace,2017-10-14,enhancement|done,Socket Manager for multiplexing namespaces,feature_request,already_addressed,0.91,matches_js_client,0.09,True,0.76,Routine,0.09,"{""0"": 0.93, ""1"": 0.06, ""2"": 0.01, ""3"": 0}",Source/SocketIO/Manager/SocketManager.swift:34,s2a-batch-13,24483
846,issue,closed,,other,2017-10-21,,swift ios存在漏接收数据的情况,defect_current,insufficient_evidence,0.44,already_addressed,0.41,False,0.05,Important,1.33,"{""0"": 0.04, ""1"": 0.59, ""2"": 0.36, ""3"": 0.01}",none,s2a-batch-17,19261
857,issue,closed,,engine_transport,2017-11-07,bug,Reconnecting causes disconnect/reconnect loop when using client certificate authentication,defect_current,still_applicable,0.78,insufficient_evidence,0.19,False,0.03,High,1.74,"{""0"": 0.01, ""1"": 0.27, ""2"": 0.69, ""3"": 0.03}",Source/SocketIO/Engine/SocketEnginePollable.swift:236,s2a-batch-12,25054
870,issue,closed,,other,2017-11-16,,Raw Messages,support_question,matches_js_client,0.47,already_addressed,0.26,False,0.43,Routine,0.02,"{""0"": 0.98, ""1"": 0.02, ""2"": 0, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:777,s2a-batch-17,19261
878,issue,open,,reconnect,2017-11-21,enhancement,Need way to distinguish server disconnects from client disconnects,feature_request,already_addressed,0.48,matches_js_client,0.29,False,0.05,Important,0.62,"{""0"": 0.41, ""1"": 0.56, ""2"": 0.03, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:1476,s2a-batch-22,20287
882,issue,closed,,reconnect,2017-11-26,bug|patched,Unable to reconnect after manually disconnecting,defect_current,already_addressed,0.94,still_applicable,0.03,True,0.83,Important,1.42,"{""0"": 0.03, ""1"": 0.52, ""2"": 0.44, ""3"": 0.01}",Tests/TestSocketIO/E2E/JSParityE2ETest.swift:615,s2a-batch-22,20287
885,issue,closed,,api_config,2017-11-29,enhancement|wontfix,Need off method that accepts a callback reference,feature_request,still_applicable,0.92,matches_js_client,0.04,False,0.06,Routine,0.02,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:63,s2a-batch-06,34025
887,issue,closed,,api_config,2017-11-30,bug|unconfirmed,Timeout handler should be invalidated once connection succeed,defect_current,still_applicable,0.7,already_addressed,0.29,False,0.09,Important,1.25,"{""0"": 0.05, ""1"": 0.65, ""2"": 0.29, ""3"": 0.01}",Source/SocketIO/Client/SocketIOClient.swift:305,s2a-batch-06,34025
889,pr,closed,no,other,2017-11-30,,"Big bug in some linux versions was fixed. For example, in my Ubuntu 1…",defect_fixed_or_obsolete,already_addressed,0.91,not_applicable,0.04,False,0.08,Important,1.22,"{""0"": 0.2, ""1"": 0.45, ""2"": 0.28, ""3"": 0.07}",Source/SocketIO/Parse/SocketParsable.swift:122,s2a-batch-17,19261
909,issue,open,,reconnect,2017-12-17,bug|unconfirmed,After connection upgrade to webSocket In case of a failure to reconnect client will never reconnect again and be stuck in an endless reconnect loop,defect_current,still_applicable,0.49,insufficient_evidence,0.34,False,0.04,High,1.96,"{""0"": 0, ""1"": 0.11, ""2"": 0.82, ""3"": 0.07}",Source/SocketIO/Manager/SocketManager.swift:1020,s2a-batch-22,20287
913,issue,open,,api_config,2017-12-19,bug|unconfirmed,Socket disconnects automatically and after disconnect it's not reconnect. Get lots of logs in console.,defect_current,already_addressed,0.5,matches_js_client,0.23,False,0.05,Important,1.01,"{""0"": 0.16, ""1"": 0.67, ""2"": 0.17, ""3"": 0}",CHANGELOG.md:55,s2a-batch-07,7782
915,pr,closed,no,namespace,2017-12-21,,"Add missing `,`  when leaving or joining a namespace",pr_functional,already_addressed,0.98,matches_js_client,0.02,True,0.85,Important,0.73,"{""0"": 0.42, ""1"": 0.44, ""2"": 0.13, ""3"": 0.01}",Source/SocketIO/Manager/SocketManager.swift:417,s2a-batch-13,24483
918,issue,open,,reconnect,2018-01-02,,"Socket disconnects automatically, reconnects, and disconnects again and form a loop.",defect_current,not_applicable,0.9,insufficient_evidence,0.04,False,0.03,Important,0.94,"{""0"": 0.26, ""1"": 0.55, ""2"": 0.18, ""3"": 0.01}",Source/SocketIO/Util/SocketExtensions.swift:114,s2b-batch-16,25403
919,issue,closed,,tls_security,2018-01-03,,Event not posted sometimes,defect_current,already_addressed,0.66,matches_js_client,0.3,False,0.05,Important,1.03,"{""0"": 0.19, ""1"": 0.6, ""2"": 0.2, ""3"": 0.01}",Source/SocketIO/Client/SocketIOClient.swift:521,s2b-batch-23,25926
922,issue,closed,,ack,2018-01-05,,Apple Watch constant `Connecting` status,support_question,insufficient_evidence,0.63,still_applicable,0.19,False,0.03,Routine,0.23,"{""0"": 0.79, ""1"": 0.19, ""2"": 0.02, ""3"": 0}",none,s2b-batch-01,17910
927,pr,closed,no,api_config,2018-01-10,,fix insert invoked twice,pr_functional,still_applicable,0.54,already_addressed,0.43,False,0.06,Routine,0.51,"{""0"": 0.57, ""1"": 0.35, ""2"": 0.07, ""3"": 0.01}",Source/SocketIO/Manager/SocketManager.swift:237,s2b-batch-02,19602
936,issue,closed,,tls_security,2018-01-25,,Can we connect to a TCP socket which requires Two way authenticated communications.,support_question,still_applicable,0.89,insufficient_evidence,0.05,False,0.04,Important,0.85,"{""0"": 0.25, ""1"": 0.66, ""2"": 0.09, ""3"": 0}",Source/SocketIO/Security/SocketTLSConfiguration.swift:9,s2b-batch-23,25926
943,issue,closed,,engine_transport,2018-02-02,,Invalid HTTP upgrade,defect_current,not_applicable,0.98,already_addressed,0.02,False,0.04,Important,0.94,"{""0"": 0.26, ""1"": 0.55, ""2"": 0.17, ""3"": 0.02}",none,s2b-batch-06,40354
945,issue,open,,threading_memory,2018-02-07,bug,session leak,defect_current,already_addressed,0.98,insufficient_evidence,0.01,False,0.06,Important,0.69,"{""0"": 0.41, ""1"": 0.49, ""2"": 0.09, ""3"": 0.01}",Source/SocketIO/Engine/SocketEngine.swift:933,s2b-batch-20,31679
952,issue,open,,parser_binary,2018-02-15,enhancement,Decode responses to Struct via Codable,feature_request,still_applicable,1,not_applicable,0,False,0.03,Routine,0.53,"{""0"": 0.51, ""1"": 0.45, ""2"": 0.04, ""3"": 0}",Source/SocketIO/Util/SocketTypes.swift:77,s2b-batch-14,26398
962,issue,closed,,parser_binary,2018-03-04,bug|unconfirmed,Swift Dictionary converted to JSON with wrong syntax,defect_current,already_addressed,0.95,matches_js_client,0.03,True,0.85,Routine,0.3,"{""0"": 0.75, ""1"": 0.22, ""2"": 0.03, ""3"": 0}",Tests/TestSocketIO/SocketBasicPacketTest.swift:49,s2b-batch-14,26398
992,issue,closed,,parser_binary,2018-03-30,enhancement|done,Add way to skip object binary inspection,feature_request,already_addressed,1,still_applicable,0,True,0.93,Routine,0.17,"{""0"": 0.87, ""1"": 0.11, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Client/SocketRawView.swift:27,s2b-batch-14,26398
995,issue,closed,,reconnect,2018-04-03,unconfirmed,Can't send or receive messages with Xcode 9.3 and iOS 11.3,defect_fixed_or_obsolete,not_applicable,1,still_applicable,0,False,0.02,Routine,0.02,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Package.swift:6,s2b-batch-16,25403
1001,issue,closed,,tls_security,2018-04-12,,Listener not firing for some messages with Xcode 9.3 and iOS 11.3,defect_fixed_or_obsolete,not_applicable,0.74,insufficient_evidence,0.23,False,0.03,Routine,0.34,"{""0"": 0.71, ""1"": 0.25, ""2"": 0.04, ""3"": 0}",CHANGELOG.md:18,s2b-batch-23,25926
1013,issue,open,,parser_binary,2018-05-07,enhancement,"Question about feature, or possible suggestion",feature_request,still_applicable,1,not_applicable,0,False,0.03,Routine,0.09,"{""0"": 0.92, ""1"": 0.08, ""2"": 0, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:1548,s2b-batch-14,26398
1014,pr,closed,no,threading_memory,2018-05-09,,thread-safety on ackNumber generation and memory leak fix,pr_functional,already_addressed,1,not_applicable,0,True,0.81,Important,1.25,"{""0"": 0.22, ""1"": 0.36, ""2"": 0.36, ""3"": 0.06}",Source/SocketIO/Client/SocketIOClient.swift:2042,s2b-batch-20,31679
1015,pr,closed,no,threading_memory,2018-05-09,,thread-safe ackNumber generation and memory leak fix,defect_current,already_addressed,1,not_applicable,0,True,0.73,Important,1.07,"{""0"": 0.3, ""1"": 0.38, ""2"": 0.27, ""3"": 0.05}",Source/SocketIO/Client/SocketIOClient.swift:2042,s2b-batch-20,31679
1032,issue,closed,,other,2018-06-04,,Could not cast value of type 'NSURL' to 'SocketIO.SocketManagerSpec,defect_fixed_or_obsolete,not_applicable,0.61,already_addressed,0.37,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:254,s2b-batch-11,18100
1036,issue,closed,,api_config,2018-06-07,,iOS 12: Use the Network.framework for socket connections,feature_request,not_applicable,0.88,still_applicable,0.07,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Documentation/NativeWebSocketTransport.md:6,s2b-batch-02,19602
1040,issue,closed,,api_config,2018-06-13,enhancement,Cannot setConfigs after init in objective-c,feature_request,not_applicable,0.93,still_applicable,0.05,False,0.03,Routine,0.24,"{""0"": 0.78, ""1"": 0.21, ""2"": 0.01, ""3"": 0}",CHANGELOG.md:150,s2b-batch-02,19602
1050,issue,closed,,threading_memory,2018-06-28,,Looks like memory leak within Socket.io,defect_current,already_addressed,0.43,insufficient_evidence,0.29,False,0.03,Routine,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}",none,s2b-batch-20,31679
1051,pr,closed,no,parser_binary,2018-06-28,,Fix for SyntaxError: Unexpected end of JSON input,pr_functional,not_applicable,0.41000000000000003,already_addressed,0.31,False,0.04,Routine,0.51,"{""0"": 0.59, ""1"": 0.33, ""2"": 0.07, ""3"": 0.01}",Source/SocketIO/Engine/SocketEnginePollable.swift:357,s2b-batch-14,26398
1053,issue,closed,,reconnect,2018-07-05,,Not getting Disconnect event when network dosconnects,defect_current,matches_js_client,0.71,still_applicable,0.19,False,0.05,Important,0.97,"{""0"": 0.15, ""1"": 0.73, ""2"": 0.12, ""3"": 0}",Source/SocketIO/Engine/SocketEngine.swift:820,s2b-batch-16,25403
1055,issue,closed,,engine_transport,2018-07-11,,SocketIO logs show connected but emit refuses,defect_current,still_applicable,0.39,not_applicable,0.18,False,0.05,Important,1.13,"{""0"": 0.11, ""1"": 0.66, ""2"": 0.22, ""3"": 0.01}",none,s2b-batch-06,40354
1057,issue,closed,,engine_transport,2018-07-18,enhancement|done,Supporting load balancers,feature_request,already_addressed,1,insufficient_evidence,0,True,0.86,Important,0.96,"{""0"": 0.21, ""1"": 0.62, ""2"": 0.16, ""3"": 0.01}",Tests/TestSocketIO/E2E/EngineRemainingParityE2ETest.swift:186,s2b-batch-06,40354
1072,issue,closed,,other,2018-08-16,,How to import with Flutter,feature_request,not_applicable,1,insufficient_evidence,0,False,0.03,Routine,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}",README.md:59,s2b-batch-11,18100
1076,issue,open,,threading_memory,2018-08-28,bug|unconfirmed,How can i fix this kind of crash?(specialized closure #1 in....),defect_current,not_applicable,1,already_addressed,0,False,0.03,Routine,0.1,"{""0"": 0.91, ""1"": 0.08, ""2"": 0.01, ""3"": 0}",none,s2b-batch-20,31679
1096,issue,closed,,api_config,2018-09-28,enhancement|done,Feature Request: completion handler for writes,feature_request,already_addressed,0.97,still_applicable,0.02,True,0.83,High,2.09,"{""0"": 0.02, ""1"": 0.15, ""2"": 0.57, ""3"": 0.26}",Source/SocketIO/Client/SocketIOClientSpec.swift:112,s2b-batch-02,19602
1100,issue,closed,,reconnect,2018-10-04,bug|unconfirmed,Change connectParams doesn't work,defect_current,already_addressed,0.5599999999999999,still_applicable,0.31,False,0.05,Important,0.89,"{""0"": 0.19, ""1"": 0.73, ""2"": 0.08, ""3"": 0}",Source/SocketIO/Engine/SocketEngine.swift:64,s2b-batch-16,25403
1102,pr,closed,no,engine_transport,2018-10-08,,Propagate http header callback from websocket back to client.,pr_functional,already_addressed,0.91,not_applicable,0.05,False,0.46,Routine,0.24,"{""0"": 0.78, ""1"": 0.2, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Client/SocketIOClientSpec.swift:529,s2b-batch-06,40354
1103,pr,closed,no,engine_transport,2018-10-08,,Propagate http header callback from websocket back to client.,pr_functional,already_addressed,0.95,not_applicable,0.03,True,0.65,Routine,0.25,"{""0"": 0.78, ""1"": 0.2, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Client/SocketIOClientSpec.swift:529,s2b-batch-06,40354
1114,issue,closed,,api_config,2018-10-23,,Feature request - Option for using web sockets via Network.framework,feature_request,not_applicable,0.62,still_applicable,0.32,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Documentation/NativeWebSocketTransport.md:6,s2b-batch-02,19602
1118,issue,closed,,threading_memory,2018-11-07,,Optional write completion handler for emit's cause major crashes,defect_current,not_applicable,0.74,already_addressed,0.26,False,0.03,Routine,0.66,"{""0"": 0.55, ""1"": 0.28, ""2"": 0.13, ""3"": 0.04}",none,s2b-batch-20,31679
1136,issue,open,,reconnect,2018-12-12,bug|unconfirmed,Automatically reconnected after disconnect,defect_current,already_addressed,0.91,matches_js_client,0.05,False,0.34,Important,0.93,"{""0"": 0.24, ""1"": 0.6, ""2"": 0.15, ""3"": 0.01}",Tests/TestSocketIO/SocketReconnectEventsTest.swift:298,s2b-batch-16,25403
1137,issue,open,,reconnect,2018-12-17,bug|unconfirmed,socket event listeners not removing after disconnect in objective c,defect_current,not_applicable,0.66,matches_js_client,0.33,False,0.03,Important,0.66,"{""0"": 0.41, ""1"": 0.52, ""2"": 0.07, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:1712,s2b-batch-16,25403
1139,issue,closed,,reconnect,2018-12-18,,"After reconnecting multiple times, the message can be successfully sent.",defect_fixed_or_obsolete,already_addressed,0.54,matches_js_client,0.42,False,0.09,Important,1.08,"{""0"": 0.17, ""1"": 0.59, ""2"": 0.23, ""3"": 0.01}",Tests/TestSocketIO/SocketReconnectEventsTest.swift:452,s2b-batch-16,25403
1141,issue,open,,tls_security,2019-01-02,,[__NSMallocBlock__ _fastCStringContents:]: unrecognized selector sent to instance 0x283bfbc30,defect_current,not_applicable,0.63,insufficient_evidence,0.37,False,0.02,Routine,0.63,"{""0"": 0.52, ""1"": 0.36, ""2"": 0.1, ""3"": 0.02}",CHANGELOG.md:150,s2b-batch-23,25926
1142,issue,open,,reconnect,2019-01-03,,"In the process of using it, I received connect monitoring without receiving disconnection monitoring, and many times.",defect_current,not_applicable,1,still_applicable,0,False,0.02,Routine,0.03,"{""0"": 0.97, ""1"": 0.03, ""2"": 0, ""3"": 0}",none,s2b-batch-16,25403
1143,issue,open,,ack,2019-01-04,,Socket Emit Ack false,defect_current,not_applicable,0.83,matches_js_client,0.15,False,0.04,Routine,0.4,"{""0"": 0.65, ""1"": 0.3, ""2"": 0.04, ""3"": 0.01}",Source/SocketIO/Client/SocketIOClient.swift:972,s2b-batch-01,17910
1147,issue,closed,,reconnect,2019-01-11,bug|patched,_SwiftValue appears in objective-c  projects,defect_current,already_addressed,0.6799999999999999,not_applicable,0.26,False,0.05,Important,1.2,"{""0"": 0.12, ""1"": 0.58, ""2"": 0.29, ""3"": 0.01}",Source/SocketIO/Client/SocketIOClient.swift:90,s2b-batch-17,25193
1150,issue,open,,parser_binary,2019-01-17,enhancement,Custom parser for iOS app,feature_request,still_applicable,1,not_applicable,0,False,0.03,Routine,0.42,"{""0"": 0.61, ""1"": 0.37, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Client/SocketIOClientOption.swift:174,s2b-batch-14,26398
1154,issue,open,,api_config,2019-01-28,,connect timeout doesn't called when network is off,defect_current,still_applicable,0.55,matches_js_client,0.33,False,0.44,Important,1.06,"{""0"": 0.09, ""1"": 0.77, ""2"": 0.14, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:290,s2b-batch-02,19602
1156,issue,closed,,engine_transport,2019-02-03,,Connect  / disconnect loop,defect_current,already_addressed,1,insufficient_evidence,0,True,0.64,High,1.8,"{""0"": 0.01, ""1"": 0.24, ""2"": 0.6900000000000001, ""3"": 0.06}",Tests/TestSocketIO/SocketNativeEngineTest.swift:341,s2b-batch-06,40354
1157,issue,open,,tls_security,2019-02-05,,SSL / TLS client certificate authentication,feature_request,still_applicable,0.89,not_applicable,0.1,False,0.04,Important,1.14,"{""0"": 0.11, ""1"": 0.65, ""2"": 0.24, ""3"": 0}",Documentation/NativeWebSocketTransport.md:5,s2b-batch-23,25926
1161,issue,open,,reconnect,2019-02-14,,"After each connection, it will be disconnected No rules.",defect_current,not_applicable,0.7,insufficient_evidence,0.2,False,0.03,Important,1.19,"{""0"": 0.06, ""1"": 0.69, ""2"": 0.25, ""3"": 0}",Source/SocketIO/Engine/Transport/URLSessionWebSocketTransport.swift:136,s2b-batch-17,25193
1162,issue,open,,reconnect,2019-02-26,,"I use this socket. io-client-swift (the latest version of 14.0.0) to do chat function, always appear for a period of time, then the problem of disconnection, God knows what happened?",defect_current,insufficient_evidence,0.76,still_applicable,0.2,False,0.04,Routine,0.53,"{""0"": 0.51, ""1"": 0.45, ""2"": 0.04, ""3"": 0}",none,s2b-batch-17,25193
1163,issue,open,,api_config,2019-02-26,,Socket event not connect after disconnect,defect_current,insufficient_evidence,0.62,matches_js_client,0.26,False,0.14,Important,0.71,"{""0"": 0.35, ""1"": 0.59, ""2"": 0.06, ""3"": 0}",none,s2b-batch-02,19602
1166,issue,open,,other,2019-03-06,,"in swift ,  on(_:callback:)  EXC_BAD_INSTRUCTION",defect_current,not_applicable,0.97,insufficient_evidence,0.02,False,0.04,Routine,0.3,"{""0"": 0.74, ""1"": 0.24, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:1548,s2b-batch-11,18100
1167,issue,open,,reconnect,2019-03-15,,manager .disconnect () fail,defect_current,matches_js_client,0.94,still_applicable,0.03,False,0.04,Routine,0.48,"{""0"": 0.56, ""1"": 0.41, ""2"": 0.03, ""3"": 0}",Source/SocketIO/Manager/SocketManager.swift:459,s2b-batch-17,25193
1168,issue,open,,engine_transport,2019-03-16,,When i use emit ack false and data is empty,support_question,not_applicable,0.67,insufficient_evidence,0.24,False,0.04,Routine,0.29,"{""0"": 0.75, ""1"": 0.23, ""2"": 0.02, ""3"": 0}",none,s2b-batch-06,40354
1169,issue,open,,engine_transport,2019-03-19,,Transports property of configuration options in Android?,feature_request,already_addressed,0.92,matches_js_client,0.07,True,0.79,Routine,0.4,"{""0"": 0.62, ""1"": 0.36, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Client/SocketIOClientOption.swift:104,s2b-batch-06,40354
1170,issue,open,,engine_transport,2019-03-19,,using websocket chatting doesn't receive right message when not in english,defect_current,already_addressed,0.79,matches_js_client,0.2,True,0.79,Important,1.12,"{""0"": 0.18, ""1"": 0.55, ""2"": 0.25, ""3"": 0.02}",Tests/TestSocketIO/SocketEngineTest.swift:100,s2b-batch-07,26585
1171,issue,open,,parser_binary,2019-03-20,,found some bug i think in json seralization socketextension str.toarray(),defect_current,already_addressed,0.96,not_applicable,0.04,True,0.85,Routine,0.09,"{""0"": 0.93, ""1"": 0.06, ""2"": 0.01, ""3"": 0}",Tests/TestSocketIO/E2E/JSParityE2ETest.swift:381,s2b-batch-14,26398
1172,issue,open,,api_config,2019-03-20,,Few events are not called but connection is made properly,defect_current,insufficient_evidence,0.92,not_applicable,0.08,False,0.02,Routine,0.28,"{""0"": 0.73, ""1"": 0.26, ""2"": 0.01, ""3"": 0}",none,s2b-batch-02,19602
1173,issue,open,,threading_memory,2019-03-22,,Large Memory Footprint When Processing Large Messages,defect_current,not_applicable,0.69,already_addressed,0.19,False,0.13,Important,0.71,"{""0"": 0.39, ""1"": 0.52, ""2"": 0.08, ""3"": 0.01}",none,s2b-batch-20,31679
1183,issue,open,,api_config,2019-03-29,,"Client called Connect first, then called Error when server throw next(error). Why connect was still called when server already throw a error?",defect_current,already_addressed,0.52,matches_js_client,0.47,True,0.75,High,1.64,"{""0"": 0.01, ""1"": 0.36, ""2"": 0.61, ""3"": 0.02}",Source/SocketIO/Client/SocketIOClient.swift:1484,s2b-batch-03,30287
1191,issue,open,,engine_transport,2019-04-24,,Loosing extraHeaders when locking - unlocking device twice,defect_current,already_addressed,0.52,matches_js_client,0.43,False,0.37,High,1.56,"{""0"": 0.03, ""1"": 0.39, ""2"": 0.55, ""3"": 0.02}",Source/SocketIO/Engine/SocketEngineSpec.swift:248,s2b-batch-07,26585
1193,issue,open,,threading_memory,2019-04-29,,handleAck crash,defect_current,already_addressed,0.95,still_applicable,0.05,True,0.56,High,2.09,"{""0"": 0.04, ""1"": 0.14, ""2"": 0.52, ""3"": 0.3}",Source/SocketIO/Ack/SocketAckManager.swift:84,s2b-batch-20,31679
1194,issue,open,,ack,2019-05-02,bug,SocketIOClient Triggers `connect` event too early,defect_current,already_addressed,0.51,matches_js_client,0.48,False,0.47,High,1.58,"{""0"": 0.07, ""1"": 0.35, ""2"": 0.52, ""3"": 0.06}",Source/SocketIO/Client/SocketIOClient.swift:1460,s2b-batch-01,17910
1198,pr,closed,no,other,2019-05-17,,Expose SocketIOClient and SocketAnyEvent to objective c,pr_functional,not_applicable,0.99,still_applicable,0.01,False,0.02,Routine,0.02,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",CHANGELOG.md:150,s2b-batch-11,18100
1200,issue,open,,api_config,2019-05-29,,SocketManager.init failing with config options,defect_current,still_applicable,0.71,already_addressed,0.23,False,0.1,High,2.01,"{""0"": 0.01, ""1"": 0.14, ""2"": 0.67, ""3"": 0.18}",Source/SocketIO/Util/SocketExtensions.swift:114,s2b-batch-03,30287
1205,issue,closed,,engine_transport,2019-06-17,,RxSocket.io,feature_request,not_applicable,0.89,still_applicable,0.06,False,0.03,Routine,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}",none,s2b-batch-07,26585
1206,issue,closed,,tls_security,2019-06-18,,Should update v9.x socket.io 1.0 with swift 5,feature_request,not_applicable,1,insufficient_evidence,0,False,0.05,Routine,0.04,"{""0"": 0.97, ""1"": 0.03, ""2"": 0, ""3"": 0}",Documentation/SocketIO4Swift6Migration.md:16,s2b-batch-23,25926
1208,issue,closed,,other,2019-06-24,,Outgoing port,feature_request,matches_js_client,0.72,still_applicable,0.26,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Source/SocketIO/Engine/SocketEngine.swift:444,s2b-batch-11,18100
1212,issue,open,,engine_transport,2019-07-04,,The network connection was lost,support_question,not_applicable,0.96,still_applicable,0.03,False,0.05,Routine,0.28,"{""0"": 0.74, ""1"": 0.24, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Engine/SocketEnginePollable.swift:247,s2b-batch-07,26585
1213,pr,closed,no,other,2019-07-05,,Auto detect which protocol to use depend on url scheme,pr_functional,matches_js_client,0.8,already_addressed,0.12,False,0.34,Routine,0.48,"{""0"": 0.6900000000000001, ""1"": 0.19, ""2"": 0.09, ""3"": 0.03}",Source/SocketIO/Engine/SocketEngine.swift:211,s2b-batch-11,18100
1214,pr,closed,no,other,2019-07-05,,Auto detect which protocol to use depend on url scheme,pr_functional,matches_js_client,0.8,already_addressed,0.1,False,0.35,Routine,0.57,"{""0"": 0.59, ""1"": 0.27, ""2"": 0.11, ""3"": 0.03}",Source/SocketIO/Engine/SocketEngine.swift:211,s2b-batch-11,18100
1215,issue,open,,engine_transport,2019-07-07,,Apple Watch OS 6 supported with new websocket API?,feature_request,already_addressed,0.7,still_applicable,0.27,False,0.06,Routine,0.54,"{""0"": 0.51, ""1"": 0.43, ""2"": 0.06, ""3"": 0}",Package.swift:6,s2b-batch-07,26585
1217,issue,open,,engine_transport,2019-07-18,,服务器返回中文乱码，forcePolling设置为NO后，就第一次接收的消息偶尔为乱码,defect_current,not_applicable,0.93,already_addressed,0.04,False,0.38,Important,0.77,"{""0"": 0.36, ""1"": 0.52, ""2"": 0.11, ""3"": 0.01}",Tests/TestSocketIO/SocketEngineTest.swift:100,s2b-batch-07,26585
1219,issue,closed,,threading_memory,2019-07-31,,EXC_BAD_ACCESS KERN_INVALID_ADDRESS Crash,defect_current,still_applicable,0.43,already_addressed,0.4,False,0.06,Important,1.24,"{""0"": 0.1, ""1"": 0.58, ""2"": 0.29, ""3"": 0.03}",Source/SocketIO/Ack/SocketAckManager.swift:84,s2b-batch-21,19750
1223,issue,closed,,engine_transport,2019-08-09,,Causes the URLSession dataTask request to be unresponsive,insufficient_evidence,insufficient_evidence,0.39999999999999997,already_addressed,0.36,False,0.03,Routine,0.15,"{""0"": 0.86, ""1"": 0.13, ""2"": 0.01, ""3"": 0}",none,s2b-batch-07,26585
1226,issue,closed,,reconnect,2019-08-21,,swift：disconnect method Can't disconnect from server,insufficient_evidence,insufficient_evidence,0.83,matches_js_client,0.11,False,0.03,Routine,0.06,"{""0"": 0.94, ""1"": 0.05, ""2"": 0.01, ""3"": 0}",none,s2b-batch-17,25193
