number,kind,state,state_reason,merged,labels,created,title,top,p_top,second,p_second
764,issue,closed,completed,,question,2017-08-07,What's happended in 11.0.1 :-) ?,support_question,0.61,defect_fixed_or_obsolete,0.37
765,issue,closed,completed,,,2017-08-07,"Get 11.0.1 source and Starscream, but compile error",build_packaging_env,0.59,defect_fixed_or_obsolete,0.27
766,issue,closed,completed,,,2017-08-08,"Socket.on (""RecieveMessage"") not invoked to my side when other user send message",support_question,0.98,defect_fixed_or_obsolete,0.02
767,issue,closed,completed,,question,2017-08-08,Issue in Adding in Objective C Project - no such module StarscreamSocketIO,build_packaging_env,0.93,support_question,0.04
768,issue,closed,completed,,question,2017-08-08,Issue in Adding Socket.io swift Pod in Objective-C Project PodFile,build_packaging_env,0.98,defect_fixed_or_obsolete,0.01
769,issue,closed,completed,,,2017-08-08,allowing SocketIOClient.status getter to be used from Objective-C in the Swift4 branch,defect_fixed_or_obsolete,0.62,feature_request,0.35
770,issue,closed,completed,,,2017-08-09,"Reconnecting on disconnect causes ""Session ID unknown"" error in v9.0+",defect_current,0.62,support_question,0.36
771,issue,closed,completed,,,2017-08-11,"Xcode 9, swift 3.2 using SocketIoClient generates build errors",defect_fixed_or_obsolete,0.58,build_packaging_env,0.39
772,issue,closed,completed,,duplicate,2017-08-14,"no longer building, working",build_packaging_env,0.71,defect_fixed_or_obsolete,0.23
773,issue,closed,completed,,enhancement|done,2017-08-16,off/once method cannot be used for client events,feature_request,0.93,defect_fixed_or_obsolete,0.07
774,issue,closed,completed,,question,2017-08-17,how to solve when I send data only one time but when I got back socket from receiver work 3 time?,support_question,0.98,insufficient_evidence,0.02
775,issue,closed,completed,,question,2017-08-17,I'm receiving my own messages,support_question,1,defect_current,0
776,pr,closed,,yes,,2017-08-17,v11.1.0,pr_functional,0.95,feature_request,0.03
777,issue,closed,completed,,question,2017-08-17,"Handler received in SocketIOClient , but not in SocketIOManager iOS Swift",support_question,1,defect_current,0
778,issue,closed,completed,,unconfirmed,2017-08-18,Won't reconnect without closing and reopening app.,defect_current,0.77,support_question,0.15
779,issue,closed,completed,,,2017-08-19,"In the case of an agent network, only one client can connect？",insufficient_evidence,0.85,support_question,0.12
780,issue,closed,completed,,unconfirmed,2017-08-20,Socket doesn't receive data,support_question,0.92,defect_current,0.04
781,issue,closed,completed,,bug|patched,2017-08-21,swift build doesn't build the project,defect_fixed_or_obsolete,0.58,build_packaging_env,0.42
782,issue,closed,completed,,,2017-08-22,Build error: module redefinitions,build_packaging_env,0.81,duplicate_invalid_spam,0.14
783,pr,closed,,yes,,2017-08-22,v11.1.2,pr_non_functional,0.55,build_packaging_env,0.34
784,issue,open,,,unconfirmed,2017-08-23,Trying to reconnect always,defect_current,1,support_question,0
785,issue,closed,completed,,,2017-08-23,[swift4] manually importing SocketIO,build_packaging_env,0.54,support_question,0.26
786,issue,closed,completed,,duplicate,2017-08-23,Property with 'retain (or strong)' attribute must be of object type,duplicate_invalid_spam,0.57,build_packaging_env,0.32
787,issue,closed,completed,,duplicate,2017-08-28,v11 not working anymore with Carthage,build_packaging_env,0.48,duplicate_invalid_spam,0.44
788,issue,closed,completed,,question,2017-08-29,Socket.establishConnection() is not consistent when using connectParams with JWT,support_question,1,defect_current,0
789,pr,closed,,no,,2017-08-29,[WIP] Improve targets,build_packaging_env,0.49,pr_non_functional,0.48
790,issue,closed,completed,,bug|patched,2017-08-30,strange results in xcode when using this library,defect_fixed_or_obsolete,0.62,build_packaging_env,0.37
791,issue,closed,completed,,duplicate,2017-08-31,Redefinition of module 'SSCZLib' e 'SSCommonCrypto',duplicate_invalid_spam,0.54,build_packaging_env,0.38
792,issue,open,,,unconfirmed,2017-09-01,"Reconnect may lead to crash,cause of race condition",defect_current,0.99,defect_fixed_or_obsolete,0.01
793,issue,closed,completed,,,2017-09-01,Issue of OC importing a swift library by cocoapods.,build_packaging_env,0.9,support_question,0.1
794,issue,closed,completed,,enhancement|done,2017-09-02,Rewrite packet tests so they don't compare strings,pr_non_functional,0.97,feature_request,0.01
795,issue,closed,completed,,invalid,2017-09-02,Conflicting zlib / CommonCrypto usages,defect_fixed_or_obsolete,0.49,build_packaging_env,0.46
796,pr,closed,,yes,,2017-09-06,Fix Test Coverage iTunes Connect Submission Error,pr_non_functional,0.68,build_packaging_env,0.18
797,issue,closed,completed,,invalid,2017-09-08,Type of expression is ambiguous...,defect_fixed_or_obsolete,0.68,build_packaging_env,0.29
798,issue,closed,completed,,unconfirmed,2017-09-09,"missing required modules: 'SSCZLib', 'SSCommonCrypto'",build_packaging_env,0.93,defect_fixed_or_obsolete,0.03
799,issue,closed,completed,,,2017-09-10,导入框架问题,build_packaging_env,0.6,support_question,0.33
800,issue,closed,completed,,question,2017-09-11,Socket emit not working.,support_question,0.99,defect_fixed_or_obsolete,0.01
801,issue,closed,completed,,question,2017-09-11,I can't find branch swift 2.3,support_question,0.62,defect_fixed_or_obsolete,0.36
802,issue,closed,completed,,question,2017-09-12,HOW TO DETECT WHEN SOCKET LOST CONNECT ANY TIME,support_question,0.97,defect_current,0.03
803,issue,closed,completed,,enhancement,2017-09-13,socket has listener like even in ios,feature_request,0.99,defect_fixed_or_obsolete,0.01
804,issue,closed,completed,,unconfirmed,2017-09-13,Replicate Transport.EVENT_REQUEST_HEADERS on ios,support_question,0.62,feature_request,0.33
805,issue,closed,completed,,question,2017-09-14,Witch version should  be used if i want to support ios7?,support_question,0.97,defect_fixed_or_obsolete,0.03
806,issue,closed,completed,,invalid,2017-09-15,swift ios使用可能存在漏接收数据的情况，应该怎么处理？,support_question,0.55,defect_fixed_or_obsolete,0.26
807,issue,closed,completed,,duplicate,2017-09-15,emergency！ Ios data drop package,duplicate_invalid_spam,0.95,support_question,0.03
808,issue,closed,completed,,question,2017-09-15,Export Compliance for Security Frameworks in package.,support_question,1,defect_current,0
809,pr,closed,,yes,,2017-09-16,v11.1.3,pr_functional,0.61,pr_non_functional,0.32
810,pr,closed,,yes,,2017-09-20,v12.0,pr_functional,0.46,pr_non_functional,0.23
811,issue,closed,completed,,unconfirmed,2017-09-20,no such module 'StarscreamSocketIO',build_packaging_env,0.96,insufficient_evidence,0.02
812,issue,closed,completed,,duplicate,2017-09-20,swift 4 not work,defect_fixed_or_obsolete,0.43,build_packaging_env,0.31
813,issue,closed,completed,,duplicate,2017-09-20,Ambiguous without more context,defect_fixed_or_obsolete,0.48,duplicate_invalid_spam,0.32
814,issue,closed,completed,,unconfirmed,2017-09-20,Error in the SocketEngine.swift class,build_packaging_env,0.84,defect_fixed_or_obsolete,0.14
815,issue,closed,completed,,,2017-09-21,Some Errors With Definition,build_packaging_env,0.95,support_question,0.03
816,issue,closed,completed,,question,2017-09-21,How do I check if data is empty or not?,support_question,1,pr_functional,0
817,issue,closed,completed,,,2017-09-23,handleBase64 in SocketEngine -> Optional noPrefix not unwrapped,defect_fixed_or_obsolete,0.49,build_packaging_env,0.46
818,pr,closed,,no,,2017-09-24,[WIP]Explicit dependency for starscream,build_packaging_env,0.6,pr_non_functional,0.31
819,issue,closed,completed,,,2017-09-28,WebSocket doesn't connect through proxy,support_question,0.72,defect_current,0.14
820,issue,closed,completed,,invalid,2017-09-28,Unresolved identifier 'SocketIOClient' Swift 4,build_packaging_env,0.85,support_question,0.07
821,issue,closed,completed,,,2017-09-30,Can’t get real chinese string,defect_fixed_or_obsolete,0.59,support_question,0.34
822,pr,closed,,no,,2017-09-30,v12.1.0,pr_functional,0.96,pr_non_functional,0.03
823,issue,closed,completed,,,2017-10-01,"No available version for github ""nuclearace/Starscream"" satisfies the requirement",build_packaging_env,0.62,defect_fixed_or_obsolete,0.38
824,pr,closed,,yes,,2017-10-01,v12.1.0,pr_functional,0.88,build_packaging_env,0.07
825,issue,closed,completed,,enhancement|done,2017-10-01,Make Single Target,feature_request,0.63,defect_fixed_or_obsolete,0.11
826,issue,closed,completed,,question,2017-10-02,'SSLSecurity' is ambiguous for type lookup in this context,support_question,0.62,build_packaging_env,0.19
827,issue,closed,completed,,question,2017-10-02,Unable to build with SPM,build_packaging_env,0.76,docs_gap,0.13
828,issue,closed,completed,,,2017-10-03,Error in 12.1.0,build_packaging_env,0.88,defect_fixed_or_obsolete,0.07
829,issue,closed,completed,,,2017-10-03,replacing SocketIOConfiguration.Element doesn't actually replace,support_question,0.78,defect_current,0.12
830,pr,closed,,yes,,2017-10-04,v12.1.1,defect_fixed_or_obsolete,0.82,pr_functional,0.14
831,issue,closed,completed,,question,2017-10-04,xcode 9 optional,build_packaging_env,0.8,defect_fixed_or_obsolete,0.17
832,issue,closed,completed,,duplicate|question,2017-10-05,No such module 'Starscream' error appearing,build_packaging_env,0.46,duplicate_invalid_spam,0.43
833,pr,closed,,yes,,2017-10-05,v12.1.2,pr_non_functional,0.99,build_packaging_env,0.01
834,pr,closed,,yes,,2017-10-07,make single target,pr_non_functional,0.7,build_packaging_env,0.26
835,issue,closed,completed,,,2017-10-07,Emoji not sent,defect_fixed_or_obsolete,0.9,support_question,0.07
836,issue,closed,completed,,question,2017-10-09,Can't send byte array in swift 3,support_question,0.96,defect_fixed_or_obsolete,0.04
837,issue,closed,completed,,enhancement|done,2017-10-09,Joining multiple namespaces on a single client.,support_question,0.34,defect_fixed_or_obsolete,0.34
838,issue,closed,completed,,invalid,2017-10-10,Asyncronous send and receive,duplicate_invalid_spam,0.39,feature_request,0.23
839,issue,closed,completed,,question,2017-10-11,How to build two socket connection,support_question,0.99,defect_fixed_or_obsolete,0.01
840,pr,closed,,yes,,2017-10-14,v13.0.0,pr_functional,1,pr_non_functional,0
841,issue,closed,completed,,enhancement|done,2017-10-14,Socket Manager for multiplexing namespaces,feature_request,0.84,defect_fixed_or_obsolete,0.08
842,issue,closed,completed,,question,2017-10-18,"No available ""nuclearace/Starscream"" in version 11.1.3",build_packaging_env,0.76,defect_fixed_or_obsolete,0.23
843,issue,closed,completed,,invalid,2017-10-18,Memory leak in SocketIOClientOption,defect_fixed_or_obsolete,0.5,duplicate_invalid_spam,0.38
844,pr,closed,,yes,,2017-10-18,Manager,pr_functional,1,insufficient_evidence,0
845,issue,open,,,unconfirmed,2017-10-20,Socket.io - Maintaining socket connection (Swift),support_question,0.83,defect_current,0.14
846,issue,closed,completed,,,2017-10-21,swift ios存在漏接收数据的情况,defect_current,0.48,defect_fixed_or_obsolete,0.23
847,issue,closed,completed,,question,2017-10-22,ssl with socket io and swift for iOS app not working,support_question,1,insufficient_evidence,0
848,issue,closed,completed,,question,2017-10-23,Help,support_question,0.53,build_packaging_env,0.46
849,issue,closed,completed,,,2017-10-24,Unsubscribe by subscription id,support_question,0.61,feature_request,0.3
850,issue,closed,completed,,question,2017-10-25,server crash not detected by client,support_question,1,insufficient_evidence,0
851,issue,closed,completed,,unconfirmed,2017-10-29,Redefinition of module 'SSCZLib' % 'SSCommonCrypto',build_packaging_env,0.91,defect_fixed_or_obsolete,0.09
852,issue,closed,completed,,question,2017-11-01,Swift 4,support_question,0.71,defect_fixed_or_obsolete,0.24000000000000002
853,issue,closed,completed,,,2017-11-04,No such module 'Starscream',build_packaging_env,0.97,defect_fixed_or_obsolete,0.02
854,issue,closed,completed,,question,2017-11-04,IOS 11 has one weird bug,support_question,0.96,defect_current,0.03
855,issue,closed,completed,,bug|patched,2017-11-06,ios swift socket disconnect repeatedly after lock iPhone,defect_fixed_or_obsolete,0.93,defect_current,0.06
856,issue,closed,completed,,invalid,2017-11-07,'characters' is deprecated: Please use String or Substring directly,defect_fixed_or_obsolete,0.61,build_packaging_env,0.19
857,issue,closed,completed,,bug,2017-11-07,Reconnecting causes disconnect/reconnect loop when using client certificate authentication,defect_current,0.98,defect_fixed_or_obsolete,0.02
858,pr,closed,,yes,,2017-11-08,V12.1.3,pr_functional,0.38,defect_fixed_or_obsolete,0.29
859,issue,closed,completed,,,2017-11-08,Possible race on SocketAckManager,support_question,0.89,defect_current,0.05
860,issue,closed,completed,,question,2017-11-09,How to transfer pictures (larger pictures),support_question,1,defect_current,0
861,issue,closed,completed,,,2017-11-09,I can not listen to messages in any way for Objective-C,support_question,0.96,defect_current,0.03
862,issue,closed,completed,,question,2017-11-09,"In the last Swift version, the utf8 encoding",defect_fixed_or_obsolete,0.73,support_question,0.23
863,issue,closed,completed,,duplicate,2017-11-13,Updating Authorization headers for subsequent reconnections,duplicate_invalid_spam,0.75,support_question,0.14
864,issue,closed,completed,,question,2017-11-13,Can't connect in v13.0.0,support_question,0.99,defect_fixed_or_obsolete,0.01
865,issue,closed,completed,,bug|patched,2017-11-13,SocketManager is not using the handleQueue option on v13.0.0,defect_fixed_or_obsolete,0.88,defect_current,0.12
866,issue,closed,completed,,unconfirmed,2017-11-14,emitWithAck not working properly with no parameter,support_question,0.79,defect_fixed_or_obsolete,0.2
867,issue,closed,completed,,,2017-11-16,connectParams NSString Objective-C,support_question,1,defect_current,0
868,pr,closed,,no,,2017-11-16,enabling bitcode,pr_non_functional,0.74,build_packaging_env,0.24
869,issue,closed,completed,,duplicate,2017-11-16,getting nil on socket,support_question,0.66,duplicate_invalid_spam,0.34
870,issue,closed,completed,,,2017-11-16,Raw Messages,support_question,0.49,feature_request,0.48
871,issue,closed,completed,,,2017-11-16,Not able to sent strings with some special characters,defect_fixed_or_obsolete,0.42,support_question,0.37
872,issue,closed,completed,,,2017-11-17,Swift Compiler Error,build_packaging_env,0.78,defect_fixed_or_obsolete,0.17
873,issue,closed,completed,,,2017-11-17,Swift 13.0.0 NameSpace can't noraml use,support_question,0.96,defect_fixed_or_obsolete,0.03
874,issue,closed,completed,,,2017-11-18,How to pass the parameters on connect,support_question,1,docs_gap,0
875,issue,closed,completed,,invalid,2017-11-20,Cannot use instance member 'nsp' within property initialiser,build_packaging_env,0.47,duplicate_invalid_spam,0.38
876,issue,closed,completed,,invalid,2017-11-20,Singleton design and token (before user logs in),support_question,0.88,duplicate_invalid_spam,0.12
877,issue,closed,completed,,question,2017-11-21,Connection handler won't be called,support_question,0.92,defect_fixed_or_obsolete,0.05
878,issue,open,,,enhancement,2017-11-21,Need way to distinguish server disconnects from client disconnects,feature_request,1,docs_gap,0
879,issue,closed,completed,,bug|patched,2017-11-22,"BITCODE_ENABLED set to NO in target, but YES for project?",defect_fixed_or_obsolete,0.77,build_packaging_env,0.22
880,issue,closed,completed,,,2017-11-23,xcode9 pod error,build_packaging_env,0.97,defect_fixed_or_obsolete,0.02
881,pr,closed,,yes,,2017-11-25,v13.1.0,pr_non_functional,0.57,pr_functional,0.33
882,issue,closed,completed,,bug|patched,2017-11-26,Unable to reconnect after manually disconnecting,defect_current,0.53,defect_fixed_or_obsolete,0.47
883,issue,closed,completed,,,2017-11-27,Need way to set internal timeout,duplicate_invalid_spam,0.88,feature_request,0.12
884,issue,closed,completed,,,2017-11-27,Not receiving messages between two IOS devices using Socket.io,support_question,1,feature_request,0
885,issue,closed,completed,,enhancement|wontfix,2017-11-29,Need off method that accepts a callback reference,feature_request,1,pr_functional,0
886,issue,closed,completed,,,2017-11-30,Carthage build failed,build_packaging_env,0.92,defect_fixed_or_obsolete,0.08
887,issue,closed,completed,,bug|unconfirmed,2017-11-30,Timeout handler should be invalidated once connection succeed,defect_current,0.9,defect_fixed_or_obsolete,0.08
888,issue,closed,completed,,question,2017-11-30,socket.io connect error in my objective-c projects,support_question,0.98,defect_current,0.01
889,pr,closed,,no,,2017-11-30,"Big bug in some linux versions was fixed. For example, in my Ubuntu 1…",defect_fixed_or_obsolete,0.4,pr_functional,0.26
890,issue,closed,completed,,,2017-12-01,When update to 13.1.0 got an error no such module SocketIO,build_packaging_env,0.82,insufficient_evidence,0.11
891,issue,closed,completed,,,2017-12-01,Carthage build is broken,build_packaging_env,0.81,defect_fixed_or_obsolete,0.18
892,issue,closed,completed,,,2017-12-02,close,insufficient_evidence,0.51,duplicate_invalid_spam,0.49
894,issue,closed,completed,,bug|patched,2017-12-05,Connection URLs encoding for '^' symbol,defect_fixed_or_obsolete,0.77,defect_current,0.18
895,issue,closed,completed,,bug|wontfix,2017-12-05,Socket stops pinging for unknown reason,support_question,0.83,defect_current,0.09
896,issue,closed,completed,,,2017-12-05,fails to reconnect under certain circumstances; did work in 8.3.1,support_question,0.75,defect_current,0.22
897,issue,closed,completed,,,2017-12-07,ERROR SocketIOClient: output stream error during write,support_question,0.85,defect_current,0.08
898,issue,open,,,,2017-12-09,emitting in on connect handler sometimes crash without a specific reason,support_question,0.72,defect_current,0.24
899,issue,closed,completed,,,2017-12-10,DefaultSocketLogger.Logger.log(..),build_packaging_env,0.58,defect_fixed_or_obsolete,0.41
900,issue,closed,completed,,,2017-12-11,Error build the project after installing library,build_packaging_env,0.98,support_question,0.01
901,issue,closed,completed,,question,2017-12-11,how can I manually import socketio for swift 4 iOS app,support_question,0.89,build_packaging_env,0.09
902,issue,closed,completed,,,2017-12-13,No such module 'Starscream' even after updating the Pods n all the solution posted here!,build_packaging_env,0.99,defect_fixed_or_obsolete,0.01
903,issue,closed,completed,,,2017-12-13,Need help with basic authentication (Nginx + Socket.IO),support_question,0.99,defect_current,0.01
904,issue,closed,completed,,,2017-12-14,No such Module 'SocketIO',build_packaging_env,0.99,support_question,0.01
905,issue,closed,completed,,,2017-12-14,SPM error when trying to install SocketIO,build_packaging_env,0.92,support_question,0.04
906,issue,closed,completed,,,2017-12-14,"Missing required modules: 'SSCZLib', 'SSCommonCrypto'",build_packaging_env,0.98,defect_fixed_or_obsolete,0.01
907,issue,closed,completed,,,2017-12-15,socket.io 连接传递参数问题,support_question,0.99,duplicate_invalid_spam,0.01
908,issue,closed,completed,,,2017-12-17,Cannot load underlying module for 'SocketIO',build_packaging_env,0.98,defect_fixed_or_obsolete,0.02
909,issue,open,,,bug|unconfirmed,2017-12-17,After connection upgrade to webSocket In case of a failure to reconnect client will never reconnect again and be stuck in an endless reconnect loop,defect_current,0.98,support_question,0.02
910,issue,closed,completed,,,2017-12-17,Delivered Status Notification in Swift 3,support_question,0.96,feature_request,0.02
911,issue,closed,completed,,,2017-12-17,Sending header parameters only on initial connection.,support_question,0.95,defect_current,0.02
912,issue,closed,completed,,,2017-12-18,Event Handler not calling,support_question,0.95,defect_fixed_or_obsolete,0.03
913,issue,open,,,bug|unconfirmed,2017-12-19,Socket disconnects automatically and after disconnect it's not reconnect. Get lots of logs in console.,defect_current,0.7,support_question,0.16
914,issue,closed,completed,,,2017-12-20,how to establish socket connection in appdelegate class,support_question,1,docs_gap,0
915,pr,closed,,no,,2017-12-21,"Add missing `,`  when leaving or joining a namespace",pr_functional,0.42,defect_fixed_or_obsolete,0.35
916,issue,closed,completed,,,2017-12-26,"When I add a dependency with Carthage, I get the following error:",build_packaging_env,0.9,defect_fixed_or_obsolete,0.1
917,issue,closed,completed,,,2017-12-27,Network errors and timing out in version 13.0.1,support_question,0.95,defect_current,0.03
918,issue,open,,,,2018-01-02,"Socket disconnects automatically, reconnects, and disconnects again and form a loop.",defect_current,0.79,support_question,0.16
919,issue,closed,completed,,,2018-01-03,Event not posted sometimes,defect_current,0.93,defect_fixed_or_obsolete,0.05
920,issue,closed,completed,,question,2018-01-05,Version 13.1.0 connect with Swift success but with Objective-C connecting forever,support_question,0.75,defect_fixed_or_obsolete,0.24
921,pr,closed,,no,,2018-01-05,Migrated the Socket.IO 1.X build to Swift 4,build_packaging_env,0.43,pr_non_functional,0.23
922,issue,closed,completed,,,2018-01-05,Apple Watch constant `Connecting` status,support_question,0.54,defect_current,0.24
923,issue,closed,completed,,bug|patched,2018-01-06,Cant connect to socket with namespace in version 13.1.0,defect_fixed_or_obsolete,0.99,defect_current,0.01
924,pr,closed,,yes,,2018-01-07,v13.1.1,pr_non_functional,0.46,defect_fixed_or_obsolete,0.26
925,pr,closed,,yes,,2018-01-08,Feature/9.0.1/swift4,build_packaging_env,0.32,defect_fixed_or_obsolete,0.27
926,issue,closed,completed,,question,2018-01-08,How to solve this?,support_question,0.94,defect_fixed_or_obsolete,0.03
927,pr,closed,,no,,2018-01-10,fix insert invoked twice,pr_functional,0.51,defect_fixed_or_obsolete,0.4
928,issue,closed,completed,,question,2018-01-10,socket remind connecting,support_question,0.97,defect_fixed_or_obsolete,0.02
929,issue,closed,completed,,question,2018-01-17,New Version (Swift4) Not work,support_question,0.86,defect_fixed_or_obsolete,0.14
930,issue,closed,completed,,,2018-01-19,Version 13.1.0 connect with OC But Cannot emit To Server,support_question,0.86,defect_fixed_or_obsolete,0.14
931,issue,closed,completed,,,2018-01-19,Received data has the wrong encoding (not always),defect_fixed_or_obsolete,0.97,support_question,0.02
932,issue,closed,completed,,,2018-01-20,Couldn't call event to Emit,support_question,0.87,insufficient_evidence,0.07
933,issue,closed,completed,,,2018-01-20,Socket not connected in client but in server Connect,support_question,0.97,defect_fixed_or_obsolete,0.03
934,issue,closed,completed,,,2018-01-21,can't receive any data from socket,support_question,0.97,defect_fixed_or_obsolete,0.03
935,issue,closed,completed,,,2018-01-24,Not connecting using the readme example,support_question,0.67,docs_gap,0.2
936,issue,closed,completed,,,2018-01-25,Can we connect to a TCP socket which requires Two way authenticated communications.,support_question,0.58,feature_request,0.4
937,issue,closed,completed,,,2018-01-28,LOG SocketManager: Manager is being released,support_question,0.99,defect_current,0.01
938,issue,closed,completed,,,2018-01-29,"Not able to send message,below is my debugg code",support_question,0.79,insufficient_evidence,0.21
939,issue,open,,,,2018-01-29,Unable to connect to python server,support_question,0.97,defect_current,0.02
940,issue,closed,completed,,,2018-01-30,socket.io install unsuccessful for iOS using Carthage,build_packaging_env,0.92,insufficient_evidence,0.06
941,pr,closed,,yes,,2018-01-30,Fixes build warnings caused by documentation issues.,pr_non_functional,0.8,build_packaging_env,0.11
942,issue,open,,,,2018-02-01,Socket Connecting in Local Machine but not in Remote Server,support_question,1,pr_non_functional,0
943,issue,closed,completed,,,2018-02-02,Invalid HTTP upgrade,defect_current,0.63,support_question,0.21
944,issue,closed,completed,,,2018-02-03,Manager and Engine is released,support_question,0.87,defect_fixed_or_obsolete,0.1
945,issue,open,,,bug,2018-02-07,session leak,defect_current,0.89,support_question,0.11
946,issue,closed,completed,,,2018-02-07,can't receive any message,support_question,0.68,insufficient_evidence,0.3
947,issue,closed,completed,,,2018-02-07,the manager and engine are being released,support_question,0.91,defect_fixed_or_obsolete,0.07
948,issue,closed,completed,,,2018-02-08,"Socket is connected, but I can't receive broadcast message.",support_question,0.89,defect_current,0.07
949,issue,closed,completed,,,2018-02-09,Socket.IO crahes sometimes,support_question,0.65,defect_fixed_or_obsolete,0.24
950,issue,closed,completed,,enhancement|done,2018-02-09,Ack Callback and event handler not executed in the same order as received packets,defect_fixed_or_obsolete,0.92,defect_current,0.05
951,issue,closed,completed,,question,2018-02-14,How to destroy a socket permanently,support_question,1,pr_non_functional,0
952,issue,open,,,enhancement,2018-02-15,Decode responses to Struct via Codable,feature_request,1,pr_non_functional,0
953,issue,closed,completed,,,2018-02-16,Error handler when wi-fi is disabled comes in 1 minute,support_question,0.83,defect_fixed_or_obsolete,0.17
954,issue,closed,completed,,,2018-02-18,Callback for connect not executing.,support_question,0.89,defect_fixed_or_obsolete,0.1
955,issue,closed,completed,,,2018-02-20,Socket.io and Windows TCP,support_question,0.89,duplicate_invalid_spam,0.08
956,issue,closed,completed,,question,2018-02-20,SocketIOClient doesn't have function (socketURL: URL),support_question,0.91,docs_gap,0.08
957,issue,closed,completed,,,2018-02-26,how to send cookie  my socket server?,support_question,0.92,build_packaging_env,0.06
958,issue,closed,completed,,,2018-02-26,Question - Updating extraHeaders when the socket was already creted,support_question,0.98,defect_fixed_or_obsolete,0.02
959,issue,closed,completed,,invalid,2018-02-27,high energy impact on iPhone when idle,duplicate_invalid_spam,0.6900000000000001,support_question,0.22
960,issue,closed,completed,,,2018-03-01,socket.io error,support_question,0.96,defect_fixed_or_obsolete,0.03
961,pr,closed,,yes,,2018-03-01,v13.1.2,pr_functional,0.75,pr_non_functional,0.12
962,issue,closed,completed,,bug|unconfirmed,2018-03-04,Swift Dictionary converted to JSON with wrong syntax,defect_current,0.74,insufficient_evidence,0.1
963,issue,closed,completed,,,2018-03-05,Engine is being released,support_question,0.56,defect_fixed_or_obsolete,0.21
964,issue,closed,completed,,,2018-03-05,Socket event still listen while set controller to nil,support_question,0.96,defect_current,0.02
965,issue,closed,completed,,,2018-03-05,Unable to listen to Socket events through Namespace .,support_question,0.99,defect_fixed_or_obsolete,0.01
966,issue,closed,completed,,,2018-03-05,reason: 'Invalid type in JSON write (RTCSessionDescription),support_question,0.92,defect_fixed_or_obsolete,0.04
967,issue,closed,completed,,,2018-03-06,String encoding/decoding,defect_fixed_or_obsolete,0.8,support_question,0.2
968,issue,closed,completed,,question,2018-03-07,What’s the best way to test apps using this framework?,support_question,1,defect_current,0
969,issue,closed,completed,,question,2018-03-07,Reconnecting problems with release version,support_question,0.96,defect_current,0.03
970,issue,closed,completed,,invalid,2018-03-09,Cannot successfully connect to Django channels sockets,duplicate_invalid_spam,0.56,support_question,0.44
971,issue,closed,completed,,question,2018-03-12,Converting received data to swift object,support_question,1,pr_non_functional,0
972,issue,closed,completed,,,2018-03-12,How to send Mattermost authentication headers to check whether the socket is connected successfully?,support_question,0.98,insufficient_evidence,0.02
973,issue,closed,completed,,,2018-03-12,Trying to send messages to Flask SocketIO server,support_question,0.96,defect_fixed_or_obsolete,0.04
974,issue,closed,completed,,,2018-03-13,Emmit dosn't work,support_question,0.68,insufficient_evidence,0.3
975,issue,closed,completed,,,2018-03-14,Socket doesn't connect with websockets,support_question,0.91,defect_fixed_or_obsolete,0.07
976,issue,closed,completed,,,2018-03-14,Socket Emit is giving me Invalid HTTP upgrade,support_question,0.86,defect_current,0.08
977,issue,closed,completed,,,2018-03-15,May I ask you a question？thanks!,support_question,0.7,duplicate_invalid_spam,0.22
978,issue,closed,completed,,,2018-03-16,(Objective C) SocketManager not found in version 8.0.2,build_packaging_env,0.87,defect_fixed_or_obsolete,0.13
979,issue,closed,completed,,,2018-03-16,Facing some issues on iOS 11.2 iPhone X simulator Xcode 9.2,support_question,0.83,defect_fixed_or_obsolete,0.09
980,issue,closed,completed,,question,2018-03-18,Can't to connect,support_question,1,pr_non_functional,0
981,issue,closed,completed,,,2018-03-19,Socket IO not connecting to get data look at the code,support_question,0.99,defect_fixed_or_obsolete,0.01
982,issue,closed,completed,,,2018-03-19,(Objective C) Socket not connect,support_question,0.85,defect_fixed_or_obsolete,0.11
983,issue,closed,completed,,,2018-03-19,"error installing versions 8 and higher via CocoaPods, XCode 9.2",build_packaging_env,0.55,defect_fixed_or_obsolete,0.45
984,issue,closed,completed,,,2018-03-20,"""socket once"" incorrect data in callback",support_question,0.85,defect_current,0.13
985,issue,closed,completed,,,2018-03-24,Socket not receiving response from the server ...,support_question,0.97,defect_current,0.02
986,issue,closed,completed,,,2018-03-26,"With ""forceWebsockets"", you can't grab a bag with Charles, but you can grab it with ""forcePolling"".",support_question,0.36,insufficient_evidence,0.22
987,issue,closed,completed,,,2018-03-27,"Very weird bug with socket, when starting up socket.",insufficient_evidence,0.51,defect_fixed_or_obsolete,0.16
988,issue,closed,completed,,,2018-03-28,How is iOS 8 compatible?,support_question,0.7,insufficient_evidence,0.14
989,issue,closed,completed,,bug|patched,2018-03-28,reconnectAttempts config ignored,defect_fixed_or_obsolete,0.98,defect_current,0.02
990,issue,closed,completed,,,2018-03-29,Same-type requirement makes generic parameter 'Key' non-generic,defect_fixed_or_obsolete,0.54,build_packaging_env,0.32
991,pr,closed,,yes,,2018-03-30,v13.1.3,defect_fixed_or_obsolete,0.88,pr_functional,0.11
992,issue,closed,completed,,enhancement|done,2018-03-30,Add way to skip object binary inspection,feature_request,0.81,insufficient_evidence,0.11
993,pr,closed,,yes,,2018-03-30,v13.2.0,pr_functional,0.94,feature_request,0.06
